count,lang,rel_lang,rel_type
2,Norwegian Nynorsk,Ancient Greek,compound_of
1,Norwegian Nynorsk,Ancient Greek,has_prefix
1,Norwegian Nynorsk,Ancient Greek,has_prefix_with_root
2,Norwegian Nynorsk,Ancient Greek,calque_of
1746,Norwegian Nynorsk,Old Norse,derived_from
1749,Norwegian Nynorsk,Old Norse,inherited_from
616,Norwegian Nynorsk,Old Norse,etymologically_related_to
5,Norwegian Nynorsk,Old Norse,learned_borrowing_from
10,Norwegian Nynorsk,Old Norse,compound_of
2,Norwegian Nynorsk,Old Norse,has_affix
4,Norwegian Nynorsk,Old Norse,semi_learned_borrowing_from
1,Norwegian Nynorsk,Old Norse,borrowed_from
2,Norwegian Nynorsk,Old Norse,has_prefix_with_root
2,Norwegian Nynorsk,Old Norse,has_suffix
1,Norwegian Nynorsk,Old Norse,semantic_loan_of
3,Norwegian Nynorsk,Czech,derived_from
2,Norwegian Nynorsk,Czech,etymologically_related_to
50,Norwegian Nynorsk,Dutch,derived_from
8,Norwegian Nynorsk,Dutch,etymologically_related_to
9,Norwegian Nynorsk,Dutch,borrowed_from
311,Norwegian Nynorsk,Proto-Germanic,derived_from
702,Norwegian Nynorsk,Proto-Germanic,inherited_from
60,Norwegian Nynorsk,Proto-Germanic,etymologically_related_to
1311,Norwegian Nynorsk,Norwegian Nynorsk,etymologically_related_to
173,Norwegian Nynorsk,Norwegian Nynorsk,doublet_with
1395,Norwegian Nynorsk,Norwegian Nynorsk,has_prefix_with_root
979,Norwegian Nynorsk,Norwegian Nynorsk,has_suffix
3104,Norwegian Nynorsk,Norwegian Nynorsk,compound_of
8111,Norwegian Nynorsk,Norwegian Nynorsk,has_affix
27,Norwegian Nynorsk,Norwegian Nynorsk,clipping_of
534,Norwegian Nynorsk,Norwegian Nynorsk,has_prefix
32,Norwegian Nynorsk,Norwegian Nynorsk,named_after
102,Norwegian Nynorsk,Norwegian Nynorsk,has_confix
12,Norwegian Nynorsk,Norwegian Nynorsk,blend_of
7,Norwegian Nynorsk,Norwegian Nynorsk,back-formation_from
207,Norwegian Nynorsk,Proto-Indo-European,derived_from
667,Norwegian Nynorsk,Proto-Indo-European,has_root
98,Norwegian Nynorsk,Proto-Indo-European,inherited_from
96,Norwegian Nynorsk,Proto-Indo-European,etymologically_related_to
185,Norwegian Nynorsk,French,borrowed_from
686,Norwegian Nynorsk,French,derived_from
29,Norwegian Nynorsk,French,etymologically_related_to
1,Norwegian Nynorsk,French,calque_of
22,Norwegian Nynorsk,Danish,borrowed_from
65,Norwegian Nynorsk,Danish,derived_from
37,Norwegian Nynorsk,Danish,etymologically_related_to
4,Norwegian Nynorsk,Old Danish,derived_from
1,Norwegian Nynorsk,Old Danish,inherited_from
3,Norwegian Nynorsk,Old Danish,etymologically_related_to
324,Norwegian Nynorsk,English,derived_from
165,Norwegian Nynorsk,English,borrowed_from
79,Norwegian Nynorsk,English,etymologically_related_to
46,Norwegian Nynorsk,English,calque_of
506,Norwegian Nynorsk,Middle Low German,derived_from
85,Norwegian Nynorsk,Middle Low German,etymologically_related_to
34,Norwegian Nynorsk,Middle Low German,borrowed_from
4,Norwegian Nynorsk,Middle Low German,calque_of
2,Norwegian Nynorsk,Middle Low German,compound_of
4,Norwegian Nynorsk,Portuguese,borrowed_from
14,Norwegian Nynorsk,Portuguese,derived_from
1,Norwegian Nynorsk,Portuguese,etymologically_related_to
7,Norwegian Nynorsk,Malay,derived_from
1,Norwegian Nynorsk,Malay,etymologically_related_to
8,Norwegian Nynorsk,Middle Norwegian,derived_from
8,Norwegian Nynorsk,Middle Norwegian,etymologically_related_to
24,Norwegian Nynorsk,Middle Norwegian,inherited_from
22,Norwegian Nynorsk,Proto-West Germanic,derived_from
41,Norwegian Nynorsk,Spanish,derived_from
3,Norwegian Nynorsk,Spanish,etymologically_related_to
5,Norwegian Nynorsk,Spanish,borrowed_from
19,Norwegian Nynorsk,Italian,etymologically_related_to
25,Norwegian Nynorsk,Italian,borrowed_from
144,Norwegian Nynorsk,Italian,derived_from
76,Norwegian Nynorsk,Low German,derived_from
8,Norwegian Nynorsk,Low German,etymologically_related_to
1,Norwegian Nynorsk,Low German,borrowed_from
42,Norwegian Nynorsk,Old French,derived_from
5,Norwegian Nynorsk,Old French,borrowed_from
10,Norwegian Nynorsk,Old French,etymologically_related_to
1,Norwegian Nynorsk,Swahili,borrowed_from
5,Norwegian Nynorsk,Hebrew,derived_from
11,Norwegian Nynorsk,Arabic,borrowed_from
46,Norwegian Nynorsk,Arabic,derived_from
3,Norwegian Nynorsk,Arabic,etymologically_related_to
1,Norwegian Nynorsk,Burmese,etymologically_related_to
471,Norwegian Nynorsk,German,derived_from
46,Norwegian Nynorsk,German,borrowed_from
47,Norwegian Nynorsk,German,etymologically_related_to
1,Norwegian Nynorsk,German,semantic_loan_of
37,Norwegian Nynorsk,German,calque_of
5,Norwegian Nynorsk,Middle English,derived_from
3,Norwegian Nynorsk,Middle English,etymologically_related_to
6,Norwegian Nynorsk,Old English,etymologically_related_to
16,Norwegian Nynorsk,Old English,derived_from
7,Norwegian Nynorsk,Swedish,etymologically_related_to
11,Norwegian Nynorsk,Swedish,borrowed_from
22,Norwegian Nynorsk,Swedish,derived_from
1,Norwegian Nynorsk,Swedish,calque_of
7,Norwegian Nynorsk,Quechua,derived_from
1,Norwegian Nynorsk,Quechua,etymologically_related_to
8,Norwegian Nynorsk,Russian,derived_from
7,Norwegian Nynorsk,Russian,borrowed_from
1,Norwegian Nynorsk,Russian,etymologically_related_to
2,Norwegian Nynorsk,Ecclesiastical Latin,derived_from
25,Norwegian Nynorsk,Old Saxon,derived_from
2,Norwegian Nynorsk,Old Saxon,etymologically_related_to
130,Norwegian Nynorsk,Medieval Latin,derived_from
8,Norwegian Nynorsk,Medieval Latin,etymologically_related_to
4,Norwegian Nynorsk,Medieval Latin,borrowed_from
1,Norwegian Nynorsk,Medieval Latin,learned_borrowing_from
4,Norwegian Nynorsk,Medieval Latin,calque_of
2,Norwegian Nynorsk,Northern Sami,etymologically_related_to
12,Norwegian Nynorsk,Northern Sami,borrowed_from
1,Norwegian Nynorsk,Northern Sami,derived_from
1,Norwegian Nynorsk,Kildin Sami,etymologically_related_to
53,Norwegian Nynorsk,Late Latin,derived_from
2,Norwegian Nynorsk,Late Latin,borrowed_from
1,Norwegian Nynorsk,Frankish,derived_from
3,Norwegian Nynorsk,Sanskrit,borrowed_from
9,Norwegian Nynorsk,Sanskrit,derived_from
6,Norwegian Nynorsk,German Low German,etymologically_related_to
42,Norwegian Nynorsk,German Low German,derived_from
1,Norwegian Nynorsk,German Low German,borrowed_from
2,Norwegian Nynorsk,Old Tupi,derived_from
12,Norwegian Nynorsk,Proto-Norse,inherited_from
3,Norwegian Nynorsk,Proto-Norse,derived_from
4,Norwegian Nynorsk,Icelandic,etymologically_related_to
1,Norwegian Nynorsk,Icelandic,borrowed_from
9,Norwegian Nynorsk,Faroese,etymologically_related_to
1,Norwegian Nynorsk,Faroese,derived_from
21,Norwegian Nynorsk,New Latin,derived_from
1,Norwegian Nynorsk,New Latin,borrowed_from
1,Norwegian Nynorsk,New Latin,calque_of
48,Norwegian Nynorsk,Norwegian,etymologically_related_to
4,Norwegian Nynorsk,Norwegian,has_affix
1,Norwegian Nynorsk,Afrikaans,borrowed_from
1,Norwegian Nynorsk,Afrikaans,derived_from
1,Norwegian Nynorsk,Afrikaans,calque_of
1,Norwegian Nynorsk,Bulgarian,borrowed_from
2,Norwegian Nynorsk,Old High German,derived_from
2,Norwegian Nynorsk,Old High German,etymologically_related_to
7,Norwegian Nynorsk,Norwegian Bokmål,borrowed_from
2,Norwegian Nynorsk,Norwegian Bokmål,has_suffix
12,Norwegian Nynorsk,Norwegian Bokmål,derived_from
17,Norwegian Nynorsk,Norwegian Bokmål,etymologically_related_to
4,Norwegian Nynorsk,Norwegian Bokmål,has_affix
2,Norwegian Nynorsk,Norwegian Bokmål,compound_of
1,Norwegian Nynorsk,Norwegian Bokmål,clipping_of
3,Norwegian Nynorsk,Proto-Celtic,derived_from
6,Norwegian Nynorsk,Biblical Hebrew,derived_from
1,Norwegian Nynorsk,Biblical Hebrew,borrowed_from
1,Norwegian Nynorsk,Biblical Hebrew,calque_of
4,Norwegian Nynorsk,Middle French,derived_from
1,Norwegian Nynorsk,Middle French,etymologically_related_to
1,Norwegian Nynorsk,Venetian,derived_from
3,Norwegian Nynorsk,Byzantine Greek,derived_from
7,Norwegian Nynorsk,Proto-Slavic,derived_from
4,Norwegian Nynorsk,Turkish,derived_from
3,Norwegian Nynorsk,Japanese,derived_from
1,Norwegian Nynorsk,Japanese,etymologically_related_to
3,Norwegian Nynorsk,Hungarian,derived_from
1,Norwegian Nynorsk,Serbo-Croatian,etymologically_related_to
1,Norwegian Nynorsk,Serbo-Croatian,borrowed_from
1,Norwegian Nynorsk,Serbo-Croatian,derived_from
4,Norwegian Nynorsk,Middle Dutch,derived_from
1,Norwegian Nynorsk,Middle Dutch,etymologically_related_to
3,Norwegian Nynorsk,Translingual,etymologically_related_to
1,Norwegian Nynorsk,Proto-Indo-Iranian,derived_from
2,Norwegian Nynorsk,Taíno,derived_from
1,Norwegian Nynorsk,Ottoman Turkish,derived_from
2,Norwegian Nynorsk,Ottoman Turkish,etymologically_related_to
9,Norwegian Nynorsk,Persian,derived_from
2,Norwegian Nynorsk,Persian,borrowed_from
1,Norwegian Nynorsk,Anglo-Norman,derived_from
1,Norwegian Nynorsk,Old West Norse,inherited_from
2,Norwegian Nynorsk,Middle Persian,etymologically_related_to
2,Norwegian Nynorsk,Middle Persian,derived_from
1,Norwegian Nynorsk,Old Persian,derived_from
1,Norwegian Nynorsk,Polish,borrowed_from
5,Norwegian Nynorsk,Proto-Samic,derived_from
3,Norwegian Nynorsk,Hindi,derived_from
1,Norwegian Nynorsk,Hindi,etymologically_related_to
1,Norwegian Nynorsk,Urdu,derived_from
1,Norwegian Nynorsk,Urdu,etymologically_related_to
1,Norwegian Nynorsk,Old East Slavic,derived_from
1,Norwegian Nynorsk,Egyptian,derived_from
1,Norwegian Nynorsk,Finnish,etymologically_related_to
1,Norwegian Nynorsk,Greek,etymologically_related_to
1,Norwegian Nynorsk,Greek,derived_from
2,Norwegian Nynorsk,Middle High German,derived_from
1,Norwegian Nynorsk,Old Swedish,inherited_from
1,Norwegian Nynorsk,Old Swedish,borrowed_from
1,Norwegian Nynorsk,Old Swedish,derived_from
1,Norwegian Nynorsk,Old East Norse,derived_from
1,Norwegian Nynorsk,Tamil,etymologically_related_to
1,Norwegian Nynorsk,Tamil,derived_from
1,Norwegian Nynorsk,Scottish Gaelic,derived_from
2,Norwegian Nynorsk,Vulgar Latin,derived_from
2,Norwegian Nynorsk,West Frisian,etymologically_related_to
1,Norwegian Nynorsk,Provençal,etymologically_related_to
1,Norwegian Nynorsk,Powhatan,etymologically_related_to
1,Norwegian Nynorsk,Romani,derived_from
3100,Polish,Proto-Slavic,inherited_from
385,Polish,Proto-Slavic,derived_from
391,Polish,Proto-Slavic,etymologically_related_to
12,Polish,Proto-Slavic,has_affix
1,Polish,Proto-Slavic,has_prefix
3,Polish,Proto-Slavic,has_prefix_with_root
2,Polish,Proto-Slavic,has_suffix
920,Polish,English,borrowed_from
161,Polish,English,etymologically_related_to
32,Polish,English,derived_from
3,Polish,English,unadapted_borrowing_from
64,Polish,English,calque_of
255,Polish,Old French,derived_from
77,Polish,Old French,etymologically_related_to
4,Polish,Old French,borrowed_from
1143,Polish,Latin,borrowed_from
1118,Polish,Latin,derived_from
226,Polish,Latin,etymologically_related_to
1,Polish,Latin,learned_borrowing_from
20,Polish,Latin,calque_of
1,Polish,Latin,inherited_from
2,Polish,Latin,semantic_loan_of
1,Polish,Latin,has_prefix
1,Polish,Latin,has_prefix_with_root
287,Polish,Ancient Greek,etymologically_related_to
674,Polish,Ancient Greek,derived_from
63,Polish,Ancient Greek,borrowed_from
1,Polish,Ancient Greek,learned_borrowing_from
2,Polish,Ancient Greek,has_affix
3,Polish,Ancient Greek,calque_of
4,Polish,Ancient Greek,compound_of
145,Polish,Proto-Indo-European,etymologically_related_to
101,Polish,Proto-Indo-European,inherited_from
428,Polish,Proto-Indo-European,derived_from
26,Polish,Proto-Indo-European,has_root
3782,Polish,Polish,etymologically_related_to
224,Polish,Polish,doublet_with
20613,Polish,Polish,has_affix
30,Polish,Polish,named_after
10891,Polish,Polish,has_prefix_with_root
9415,Polish,Polish,has_suffix
21,Polish,Polish,clipping_of
545,Polish,Polish,compound_of
1870,Polish,Polish,has_prefix
56,Polish,Polish,blend_of
2,Polish,Polish,derived_from
73,Polish,Polish,has_confix
4,Polish,Polish,back-formation_from
1516,Polish,French,borrowed_from
179,Polish,French,derived_from
37,Polish,French,etymologically_related_to
22,Polish,French,calque_of
77,Polish,Czech,borrowed_from
18,Polish,Czech,etymologically_related_to
21,Polish,Czech,derived_from
27,Polish,Italian,etymologically_related_to
175,Polish,Italian,derived_from
220,Polish,Italian,borrowed_from
69,Polish,Medieval Latin,borrowed_from
131,Polish,Medieval Latin,derived_from
1,Polish,Medieval Latin,etymologically_related_to
2,Polish,Medieval Latin,calque_of
81,Polish,Arabic,derived_from
26,Polish,Arabic,borrowed_from
12,Polish,Arabic,etymologically_related_to
68,Polish,German,etymologically_related_to
946,Polish,German,borrowed_from
205,Polish,German,derived_from
51,Polish,German,calque_of
202,Polish,Old High German,derived_from
6,Polish,Old High German,borrowed_from
33,Polish,Old High German,etymologically_related_to
53,Polish,Proto-West Germanic,derived_from
1,Polish,Proto-West Germanic,etymologically_related_to
226,Polish,Proto-Germanic,derived_from
31,Polish,Proto-Germanic,etymologically_related_to
40,Polish,Old Czech,borrowed_from
29,Polish,Old Czech,derived_from
5,Polish,Old Czech,etymologically_related_to
56,Polish,Spanish,derived_from
83,Polish,Spanish,borrowed_from
16,Polish,Spanish,etymologically_related_to
3,Polish,Old Persian,derived_from
1,Polish,Old Persian,etymologically_related_to
8,Polish,Taíno,derived_from
1,Polish,Taíno,borrowed_from
1,Polish,Lao,derived_from
21,Polish,Frankish,derived_from
1,Polish,Frankish,etymologically_related_to
12,Polish,Portuguese,borrowed_from
17,Polish,Portuguese,derived_from
1,Polish,Portuguese,etymologically_related_to
2,Polish,Tibetan,etymologically_related_to
2,Polish,Tibetan,derived_from
3,Polish,Tibetan,borrowed_from
70,Polish,Middle English,derived_from
41,Polish,Middle English,etymologically_related_to
7,Polish,Dutch,etymologically_related_to
31,Polish,Dutch,derived_from
22,Polish,Dutch,borrowed_from
1,Polish,Dharug,etymologically_related_to
2,Polish,Dharug,derived_from
2,Polish,Old Latin,derived_from
5,Polish,Korean,borrowed_from
2,Polish,Korean,etymologically_related_to
263,Polish,Russian,borrowed_from
47,Polish,Russian,etymologically_related_to
13,Polish,Russian,derived_from
1,Polish,Russian,has_prefix_with_root
1,Polish,Russian,has_suffix
13,Polish,Russian,calque_of
7,Polish,Old Italian,derived_from
14,Polish,Ottoman Turkish,borrowed_from
26,Polish,Ottoman Turkish,derived_from
2,Polish,Ottoman Turkish,etymologically_related_to
5,Polish,Persian,borrowed_from
43,Polish,Persian,derived_from
11,Polish,Persian,etymologically_related_to
17,Polish,Middle Dutch,derived_from
7,Polish,Middle Dutch,etymologically_related_to
6,Polish,Old Dutch,derived_from
3,Polish,Old Dutch,etymologically_related_to
3,Polish,Classical Nahuatl,etymologically_related_to
6,Polish,Classical Nahuatl,derived_from
64,Polish,Late Latin,borrowed_from
136,Polish,Late Latin,derived_from
3,Polish,Late Latin,etymologically_related_to
6,Polish,Low German,borrowed_from
2,Polish,Low German,derived_from
3,Polish,Low German,etymologically_related_to
2,Polish,Catalan,borrowed_from
2,Polish,Catalan,derived_from
12,Polish,Romanian,borrowed_from
3,Polish,Romanian,derived_from
32,Polish,Old English,derived_from
9,Polish,Old English,etymologically_related_to
32,Polish,Old Norse,derived_from
19,Polish,Old Norse,etymologically_related_to
2,Polish,Old Norse,borrowed_from
2,Polish,Old Norse,learned_borrowing_from
1,Polish,Old Norse,calque_of
10,Polish,Serbo-Croatian,borrowed_from
19,Polish,Serbo-Croatian,etymologically_related_to
7,Polish,Serbo-Croatian,derived_from
1,Polish,Thai,derived_from
99,Polish,Old Polish,etymologically_related_to
90,Polish,Old Polish,derived_from
235,Polish,Old Polish,inherited_from
1,Polish,Old Polish,doublet_with
13,Polish,Slovak,borrowed_from
4,Polish,Slovak,etymologically_related_to
1,Polish,Slovak,derived_from
32,Polish,New Latin,borrowed_from
25,Polish,New Latin,derived_from
2,Polish,New Latin,calque_of
1,Polish,New Latin,etymologically_related_to
9,Polish,Malay,derived_from
1,Polish,Malay,borrowed_from
1,Polish,Malay,etymologically_related_to
59,Polish,Proto-Balto-Slavic,inherited_from
50,Polish,Proto-Balto-Slavic,derived_from
6,Polish,Proto-Balto-Slavic,etymologically_related_to
220,Polish,Middle High German,derived_from
64,Polish,Middle High German,etymologically_related_to
92,Polish,Middle High German,borrowed_from
1,Polish,Middle High German,semantic_loan_of
2,Polish,Middle High German,has_affix
53,Polish,Hebrew,derived_from
10,Polish,Hebrew,etymologically_related_to
24,Polish,Hebrew,borrowed_from
1,Polish,Kildin Sami,etymologically_related_to
26,Polish,Japanese,borrowed_from
14,Polish,Japanese,derived_from
10,Polish,Japanese,etymologically_related_to
4,Polish,Lithuanian,derived_from
13,Polish,Lithuanian,etymologically_related_to
9,Polish,Lithuanian,borrowed_from
2,Polish,Chinese,derived_from
1,Polish,Chinese,borrowed_from
6,Polish,Middle Chinese,etymologically_related_to
4,Polish,Middle Chinese,derived_from
22,Polish,Sanskrit,derived_from
11,Polish,Sanskrit,borrowed_from
10,Polish,Sanskrit,etymologically_related_to
2,Polish,Sanskrit,compound_of
132,Polish,Middle French,derived_from
25,Polish,Middle French,etymologically_related_to
5,Polish,Turkish,etymologically_related_to
9,Polish,Turkish,borrowed_from
14,Polish,Turkish,derived_from
6,Polish,Aramaic,derived_from
1,Polish,Inuktitut,derived_from
21,Polish,Middle Low German,derived_from
10,Polish,Middle Low German,borrowed_from
3,Polish,Middle Low German,etymologically_related_to
6,Polish,Proto-Italic,derived_from
10,Polish,Hindi,borrowed_from
5,Polish,Hindi,derived_from
1,Polish,Hindi,etymologically_related_to
2,Polish,Scottish Gaelic,derived_from
